"date","aqi","pm2.5","pm10","so2","co","no2","o3"
"2014-10-08","78","49","96.8","15.5","0.681","48.1","171"
"2014-10-09","76","53","98","17.3","0.621","45.3","162"
"2014-10-10","72","47.5","89.4","14.7","0.47","46.8","152"
"2014-10-11","72","45.5","85.6","13.7","0.488","48.4","134"
"2014-10-12","72","48.4","87.5","10","0.469","26.3","128"
"2014-10-13","72","33.9","91.8","15.9","0.432","26.4","91"
"2014-10-14","88","60.3","121.4","24.7","0.705","52.6","135"
"2014-10-15","123","92.2","165.7","23","0.981","83.5","180"
"2014-10-16","176","133.3","231.9","31.1","1.281","106.6","74"
"2014-10-17","109","74.1","160.3","26.8","0.868","51.3","179"
"2014-10-18","89","52.2","124.6","19.6","0.555","41.7","145"
"2014-10-19","79","51.6","103.2","16.1","0.641","46.5","141"
"2014-10-20","166","125.5","221","33","1.398","99.7","128"
"2014-10-21","104","78.3","107","7.7","0.914","35.5","63"
"2014-10-22","137","104","148.3","15","1.033","48.5","136"
"2014-10-23","155","116.3","180.1","20","1.17","74.2","148"
"2014-10-24","128","94.2","152","20.9","0.916","67.8","144"
"2014-10-25","109","80.9","141.1","22.8","0.988","79.3","161"
"2014-10-26","137","102.1","173.6","34.3","1.277","89.8","159"
"2014-10-27","101","62.9","129.8","11.8","0.669","42.7","105"
"2014-10-28","85","45.6","117.6","20.8","0.762","54.9","84"
"2014-10-29","72","51.1","81","11.6","0.79","51.1","59"
"2014-10-30","72","52","67.4","6.8","0.874","45.1","24"
"2014-10-31","63","44.3","55.9","4.8","0.915","34.5","18"
"2014-11-01","92","67.4","92.8","8.9","1.063","35.1","22"
"2014-11-02","143","103.3","148","25.7","0.841","32","85"
"2014-11-03","78","50.2","102.1","29.4","0.887","63.6","83"
"2014-11-04","103","74.9","136","30.6","0.735","77.8","99"
"2014-11-05","170","129.3","183.4","24.3","0.924","71.5","105"
"2014-11-06","149","113.6","167.8","27","1.03","54.5","139"
"2014-11-07","88","58.3","110.7","16.4","0.697","46.8","71"
"2014-11-08","62","42.8","61","10.5","0.591","52.8","52"
"2014-11-09","70","45.7","80.5","15.5","0.655","60.8","44"
"2014-11-10","135","102.1","165.7","30.8","1.137","74.1","78"
"2014-11-11","194","146","214.9","35.1","1.579","73.8","78"
"2014-11-12","174","132.5","193.1","20.3","1.218","53.5","98"
"2014-11-13","85","46.1","117.9","24.2","0.731","60.7","54"
"2014-11-14","112","83.5","159.5","29.8","0.991","77.8","95"
